batch_id,production_date,equipment_id,shift,sequence,material_lot,feed_ratio,raw_property,temperature,pressure,feed_rate,reaction_time,vacuum,energy_kwh_per_ton,viscosity,particle_size,quality_value,yield_pct,quality_flag,dq_missing_count,dq_outlier_count,dq_review_flag
B0165,2026-02-24,EQ_B,NIGHT,165,M09,0.9988,99.05,181.83,2.300,107.60,58.25,0.819,244.06,414.5,17.34,99.33,95.66,OK,0,0,PASS
B0166,2026-02-25,EQ_C,DAY,166,M03,0.9780,100.98,179.02,2.255,95.48,61.35,0.878,235.98,442.3,19.21,99.59,96.17,OK,0,0,PASS
B0167,2026-02-25,EQ_B,SWING,167,M03,0.9791,101.86,179.84,2.373,99.25,56.90,0.749,238.21,421.9,18.44,98.57,97.19,OK,0,0,PASS
B0168,2026-02-25,EQ_C,NIGHT,168,M03,0.9928,100.50,175.92,2.211,104.66,60.82,0.834,241.80,454.3,18.17,99.77,95.11,OK,0,0,PASS
B0169,2026-02-26,EQ_C,DAY,169,M03,1.0119,101.09,175.50,2.210,100.91,63.01,0.754,229.65,448.4,18.59,99.54,95.90,NG,0,0,PASS
B0170,2026-02-26,EQ_C,SWING,170,M03,0.9812,100.32,182.09,2.188,94.50,64.59,0.843,234.22,451.8,18.75,99.53,96.60,NG,0,0,PASS
B0171,2026-02-26,EQ_B,NIGHT,171,M03,1.0019,100.87,179.53,2.367,102.21,56.02,0.825,238.66,420.4,17.67,99.85,97.17,OK,0,0,PASS
B0172,2026-02-27,EQ_B,DAY,172,M03,1.0035,100.57,181.36,2.311,104.87,58.60,0.766,246.28,455.0,18.58,100.08,96.23,OK,0,0,PASS
B0173,2026-02-27,EQ_A,SWING,173,M03,1.0003,100.55,180.65,2.266,95.67,62.48,0.846,240.54,448.8,18.92,99.70,97.52,OK,0,0,PASS
B0174,2026-02-27,EQ_A,NIGHT,174,M03,1.0129,101.77,182.84,2.395,96.48,59.48,0.805,241.76,431.6,18.47,100.38,97.19,OK,0,0,PASS
B0175,2026-02-28,EQ_B,DAY,175,M03,0.9923,101.24,179.90,2.330,100.18,64.92,0.845,243.54,459.0,19.22,99.30,96.62,OK,0,0,PASS
B0176,2026-02-28,EQ_B,SWING,176,M03,0.9998,101.40,183.82,2.333,93.35,62.41,0.821,247.73,437.8,18.79,99.58,95.87,OK,0,0,PASS
B0177,2026-02-28,EQ_A,NIGHT,177,M03,1.0039,99.95,178.75,2.142,100.91,56.18,0.791,226.73,425.9,18.06,99.86,97.93,OK,0,0,PASS
B0178,2026-03-01,EQ_A,DAY,178,M03,1.0008,101.19,180.14,2.380,107.04,59.94,0.838,237.61,439.2,19.19,99.78,97.12,OK,0,0,PASS
B0179,2026-03-01,EQ_A,SWING,179,M03,1.0046,100.03,178.88,2.215,103.87,61.01,0.812,227.66,429.4,17.31,100.02,95.62,OK,0,0,PASS
B0180,2026-03-01,EQ_A,NIGHT,180,M03,0.9972,99.99,180.31,2.240,91.28,64.97,0.859,241.61,445.8,19.48,100.55,96.50,OK,0,0,PASS
B0181,2026-03-02,EQ_A,DAY,181,M03,0.9994,101.05,179.48,2.468,91.64,61.59,0.822,236.35,428.5,18.49,100.41,97.28,OK,0,0,PASS
B0182,2026-03-02,EQ_B,SWING,182,M03,1.0000,100.97,179.72,2.255,99.10,61.02,0.838,234.72,450.9,18.15,100.07,96.39,OK,0,0,PASS
B0183,2026-03-02,EQ_A,NIGHT,183,M03,1.0006,101.45,181.34,2.451,101.62,57.55,0.795,233.07,434.1,18.96,99.42,96.08,NG,0,0,PASS
B0184,2026-03-03,EQ_B,DAY,184,M03,0.9816,100.94,181.62,2.462,96.46,64.05,0.822,247.26,439.7,19.10,99.33,96.76,OK,0,0,PASS
B0185,2026-03-03,EQ_B,SWING,185,M03,1.0091,101.64,182.82,2.328,101.49,66.04,0.849,244.05,470.8,19.53,99.16,95.81,NG,0,0,PASS
B0186,2026-03-03,EQ_C,NIGHT,186,M03,1.0103,99.92,179.92,2.319,100.66,58.70,0.792,234.52,410.0,18.79,100.05,98.44,OK,0,1,REVIEW
B0187,2026-03-04,EQ_B,DAY,187,M03,0.9913,100.75,178.27,2.244,103.49,63.22,0.830,239.63,454.3,18.29,99.61,96.10,OK,0,0,PASS
B0188,2026-03-04,EQ_B,SWING,188,M03,0.9898,100.15,186.48,2.481,104.80,59.28,0.846,251.22,419.6,16.84,98.00,95.54,OK,0,2,REVIEW
B0189,2026-03-04,EQ_A,NIGHT,189,M03,0.9917,99.63,180.10,2.327,98.07,59.69,0.806,235.79,420.6,18.46,100.03,98.23,OK,0,0,PASS
B0190,2026-03-05,EQ_A,DAY,190,M03,1.0059,100.80,182.31,2.282,104.70,56.80,0.778,236.72,427.9,17.62,99.16,96.77,OK,0,0,PASS
B0191,2026-03-05,EQ_A,SWING,191,M03,1.0130,99.11,175.91,2.175,108.02,54.22,0.789,231.72,419.7,17.97,98.39,95.98,NG,0,0,PASS
B0192,2026-03-05,EQ_A,NIGHT,192,M03,1.0017,101.06,181.15,2.181,95.49,58.30,0.871,238.20,425.1,17.94,99.33,95.83,OK,0,0,PASS
B0193,2026-03-06,EQ_B,DAY,193,M03,1.0091,100.99,181.92,2.388,100.76,56.51,0.757,237.04,423.4,17.72,99.83,96.90,OK,0,0,PASS
B0194,2026-03-06,EQ_C,SWING,194,M03,1.0081,99.94,180.02,2.316,99.05,57.77,0.816,235.13,413.7,17.44,100.43,96.91,OK,0,0,PASS
B0195,2026-03-06,EQ_A,NIGHT,195,M03,0.9983,101.58,181.68,2.384,98.63,61.74,0.840,233.77,453.6,17.81,99.71,96.82,NG,0,0,PASS
B0196,2026-03-07,EQ_C,DAY,196,M03,1.0097,101.02,176.04,2.152,101.36,57.89,0.821,230.45,444.4,18.26,98.90,94.83,OK,0,0,PASS
B0197,2026-03-07,EQ_C,SWING,197,M03,0.9891,102.13,179.71,2.270,100.53,59.90,0.830,241.62,451.9,18.51,100.41,97.06,OK,0,0,PASS
B0198,2026-03-07,EQ_B,NIGHT,198,M03,0.9985,100.59,174.98,2.258,98.60,61.21,0.760,235.69,451.5,18.11,99.08,95.61,OK,0,0,PASS
B0199,2026-03-08,EQ_C,DAY,199,M03,1.0107,99.70,176.13,2.182,100.04,56.32,0.785,229.08,417.0,16.73,99.75,96.45,OK,0,0,PASS
B0200,2026-03-08,EQ_A,SWING,200,M03,1.0006,100.70,177.77,2.246,105.96,59.24,0.791,228.15,437.0,18.62,99.07,96.22,OK,0,0,PASS
B0201,2026-03-08,EQ_B,NIGHT,201,M03,1.0021,102.22,180.07,2.406,101.06,57.96,0.810,234.28,437.6,19.80,98.85,98.15,OK,0,0,PASS
B0202,2026-03-09,EQ_C,DAY,202,M04,0.9820,100.22,176.56,2.187,102.26,58.36,0.879,229.60,439.5,17.97,100.36,96.13,OK,0,0,PASS
B0203,2026-03-09,EQ_C,SWING,203,M04,1.0043,99.76,179.01,2.319,103.33,57.53,0.814,227.26,427.3,17.52,100.02,95.66,OK,0,0,PASS
B0204,2026-03-09,EQ_A,NIGHT,204,M04,1.0331,99.58,179.01,2.371,99.05,60.87,0.793,240.10,438.8,18.61,99.87,97.10,OK,0,1,REVIEW
B0205,2026-03-10,EQ_A,DAY,205,M04,1.0001,100.99,179.04,2.238,104.44,59.46,0.769,230.83,451.4,17.93,99.65,96.21,OK,0,0,PASS
B0206,2026-03-10,EQ_C,SWING,206,M04,0.9988,100.05,180.00,2.338,92.56,66.84,0.871,246.26,447.7,18.81,98.20,96.55,OK,0,0,PASS
B0207,2026-03-10,EQ_B,NIGHT,207,M04,1.0073,100.33,183.11,2.530,99.29,58.67,0.835,246.14,434.6,17.26,100.04,95.57,OK,0,0,PASS
B0208,2026-03-11,EQ_A,DAY,208,M04,1.0038,99.29,178.58,2.148,96.77,62.98,0.838,236.06,438.7,17.53,99.18,95.92,OK,0,0,PASS
B0209,2026-03-11,EQ_C,SWING,209,M04,0.9953,99.70,175.82,2.181,96.28,54.95,0.769,227.31,416.0,17.56,99.75,96.24,OK,0,0,PASS
B0210,2026-03-11,EQ_C,NIGHT,210,M04,0.9967,99.39,175.29,2.230,99.31,57.51,0.786,226.33,421.7,17.77,99.17,95.79,OK,0,0,PASS
B0211,2026-03-12,EQ_A,DAY,211,M04,0.9912,100.76,182.09,2.413,99.87,63.20,0.807,237.52,429.5,19.10,98.94,96.22,OK,0,0,PASS
B0212,2026-03-12,EQ_B,SWING,212,M04,1.0087,99.67,177.57,2.184,102.29,57.72,0.765,235.10,430.6,17.33,99.58,95.99,OK,0,0,PASS
B0213,2026-03-12,EQ_A,NIGHT,213,M04,1.0157,101.33,181.37,2.366,104.21,59.20,0.756,228.18,435.2,17.71,99.29,96.52,OK,0,0,PASS
B0214,2026-03-13,EQ_B,DAY,214,M04,1.0181,99.94,180.23,2.272,95.36,60.67,0.832,236.10,426.5,18.39,101.13,98.70,OK,0,1,REVIEW
B0215,2026-03-13,EQ_A,SWING,215,M06,1.0030,99.48,177.44,2.294,105.93,51.90,0.793,219.11,416.4,16.32,99.76,96.22,OK,0,0,PASS
B0216,2026-03-13,EQ_B,NIGHT,216,M04,0.9936,99.08,181.66,2.317,107.86,57.90,0.799,232.68,402.1,16.88,100.07,96.32,OK,0,0,PASS
B0217,2026-03-14,EQ_C,DAY,217,M04,1.0059,99.19,178.31,2.287,103.18,60.19,0.894,232.46,435.6,17.31,99.92,96.31,OK,0,0,PASS
B0218,2026-03-14,EQ_B,SWING,218,M04,1.0063,99.99,178.59,2.325,93.74,66.82,0.832,246.84,452.2,18.65,99.10,94.74,OK,0,0,PASS
B0219,2026-03-14,EQ_A,NIGHT,219,M01,0.9845,98.12,178.76,2.213,100.64,58.08,0.841,226.42,404.9,16.00,99.36,96.50,OK,0,1,REVIEW
B0220,2026-03-15,EQ_B,DAY,220,M04,0.9942,99.23,181.18,2.469,95.09,60.48,0.814,236.95,410.5,17.03,99.47,96.76,OK,0,0,PASS
B0221,2026-03-15,EQ_C,SWING,221,M04,1.0073,100.29,178.59,2.383,92.40,62.56,0.796,233.82,445.4,18.15,99.94,96.59,OK,0,0,PASS
B0222,2026-03-15,EQ_A,NIGHT,222,M04,1.0155,99.70,181.87,2.354,105.18,54.93,0.860,237.47,412.9,18.20,99.08,96.31,OK,0,0,PASS
B0223,2026-03-16,EQ_B,DAY,223,M04,1.0180,98.55,183.19,2.446,94.30,64.85,0.803,249.08,419.6,17.16,100.00,95.26,OK,0,0,PASS
B0224,2026-03-16,EQ_B,SWING,224,M04,0.9881,100.05,181.21,2.262,94.36,62.24,0.809,233.62,431.7,17.35,100.67,97.51,OK,0,0,PASS
B0225,2026-03-16,EQ_C,NIGHT,225,M04,1.0026,100.37,180.40,2.298,94.51,59.37,0.821,238.08,434.0,18.29,100.26,95.78,OK,0,0,PASS
B0226,2026-03-17,EQ_B,DAY,226,M04,1.0138,100.03,177.92,2.265,94.60,60.83,0.833,236.40,460.8,19.78,99.40,96.81,OK,0,0,PASS
B0227,2026-03-17,EQ_B,SWING,227,M04,1.0021,100.27,178.30,2.259,104.34,54.65,0.793,234.35,429.2,17.97,100.07,98.14,OK,0,0,PASS
B0228,2026-03-17,EQ_C,NIGHT,228,M04,1.0027,99.72,181.76,2.483,95.25,61.61,0.830,245.47,431.0,18.24,99.69,96.07,OK,0,0,PASS
B0229,2026-03-18,EQ_A,DAY,229,M04,0.9930,99.47,176.92,2.143,97.47,57.61,0.786,222.01,419.0,17.26,99.82,95.48,OK,0,0,PASS
B0230,2026-03-18,EQ_C,SWING,230,M08,1.0004,101.91,182.44,2.318,99.44,60.24,0.837,243.35,431.5,18.44,100.58,95.43,OK,0,0,PASS
B0231,2026-03-18,EQ_A,NIGHT,231,M08,0.9924,102.09,180.43,2.190,95.99,61.42,0.759,239.85,430.7,18.93,99.83,97.32,OK,0,0,PASS
B0232,2026-03-19,EQ_A,DAY,232,M04,1.0139,98.93,180.13,2.458,102.47,55.52,0.890,242.13,401.7,18.44,99.65,97.30,OK,0,0,PASS
B0233,2026-03-19,EQ_B,SWING,233,M04,0.9871,100.61,178.94,2.167,97.31,62.00,0.739,230.19,426.8,17.83,99.31,95.86,OK,0,0,PASS
B0234,2026-03-19,EQ_B,NIGHT,234,M04,1.0049,99.31,179.96,2.223,102.81,57.72,0.868,248.65,422.4,16.84,99.12,96.70,OK,0,0,PASS
B0235,2026-03-20,EQ_B,DAY,235,M12,1.0103,102.06,177.02,2.276,93.82,58.51,0.843,232.89,442.5,19.46,99.53,96.16,OK,0,0,PASS
B0236,2026-03-20,EQ_A,SWING,236,M04,0.9967,100.49,178.30,2.329,95.20,62.50,0.848,235.96,437.7,18.17,100.17,95.77,OK,0,0,PASS
B0237,2026-03-20,EQ_C,NIGHT,237,M09,1.0117,99.68,179.34,2.248,103.59,57.39,0.843,219.76,425.7,17.98,100.48,96.75,OK,0,0,PASS
B0238,2026-03-21,EQ_A,DAY,238,M04,0.9877,99.56,175.37,2.310,98.60,62.65,0.821,225.87,452.9,18.81,99.67,95.82,OK,0,0,PASS
B0239,2026-03-21,EQ_B,SWING,239,M04,0.9980,100.97,178.50,2.304,98.68,59.11,0.804,237.79,449.4,18.58,100.26,96.79,NG,0,0,PASS
B0240,2026-03-21,EQ_A,NIGHT,240,M04,1.0112,99.83,181.00,2.386,96.63,59.65,0.800,237.39,430.7,16.84,100.91,96.87,OK,0,0,PASS
B0241,2026-03-22,EQ_B,DAY,241,M04,0.9943,99.92,181.34,2.434,104.10,56.41,0.858,238.17,415.0,17.78,99.77,96.27,NG,0,0,PASS
B0242,2026-03-22,EQ_A,SWING,242,M04,0.9986,99.23,178.98,2.191,100.99,61.88,0.810,240.32,418.9,17.35,99.64,97.42,OK,0,0,PASS
B0243,2026-03-22,EQ_B,NIGHT,243,M04,1.0094,99.83,182.51,2.322,102.29,60.12,0.799,240.77,414.5,17.15,99.97,96.80,OK,0,0,PASS
B0244,2026-03-23,EQ_C,DAY,244,M04,0.9774,99.43,179.09,2.357,100.78,63.05,0.834,230.89,437.8,17.78,100.31,96.48,NG,0,0,PASS
B0245,2026-03-23,EQ_C,SWING,245,M04,1.0042,100.39,183.04,2.271,103.23,60.21,0.845,246.33,406.2,18.62,99.09,96.65,OK,0,0,PASS
B0246,2026-03-23,EQ_C,NIGHT,246,M04,1.0106,99.66,178.73,2.308,101.48,63.11,0.801,238.33,437.8,17.92,100.17,96.81,OK,0,0,PASS
B0247,2026-03-24,EQ_C,DAY,247,M03,1.0068,99.84,179.93,2.266,100.08,64.61,0.813,252.53,448.7,18.11,98.95,96.11,OK,0,0,PASS
B0248,2026-03-24,EQ_B,SWING,248,M04,1.0145,99.12,178.92,2.309,104.79,55.05,0.828,237.36,427.6,17.97,100.13,96.31,NG,0,0,PASS
B0249,2026-03-24,EQ_B,NIGHT,249,M04,1.0077,101.23,177.57,2.137,97.25,57.18,0.859,231.01,437.6,18.79,100.12,95.74,NG,0,0,PASS
B0250,2026-03-25,EQ_A,DAY,250,M04,1.0004,99.42,179.72,2.214,104.78,55.63,0.854,230.42,410.9,17.24,99.59,96.14,OK,0,0,PASS
B0251,2026-03-25,EQ_A,SWING,251,M04,1.0038,99.42,177.51,2.262,100.99,62.83,0.804,231.97,443.5,19.15,99.17,97.10,OK,0,0,PASS
B0252,2026-03-25,EQ_C,NIGHT,252,M04,1.0043,99.55,178.75,2.220,101.31,60.74,0.774,242.63,431.1,18.15,100.49,96.42,OK,0,0,PASS
B0253,2026-03-26,EQ_B,DAY,253,M04,1.0008,99.59,184.39,2.511,100.79,62.74,0.769,243.79,424.2,17.69,100.12,96.07,OK,0,0,PASS
B0254,2026-03-26,EQ_C,SWING,254,M04,0.9926,100.07,178.72,2.208,98.78,59.47,0.826,233.52,441.7,18.27,100.47,96.81,NG,0,0,PASS
B0255,2026-03-26,EQ_C,NIGHT,255,M04,0.9886,100.15,177.81,2.244,103.87,57.26,0.798,234.26,432.9,17.14,100.42,95.98,OK,0,0,PASS
B0256,2026-03-27,EQ_A,DAY,256,M04,1.0054,100.45,177.38,2.219,100.85,57.03,0.801,224.39,423.4,18.35,99.48,96.87,OK,0,0,PASS
B0257,2026-03-27,EQ_B,SWING,257,M04,0.9854,100.43,182.32,2.344,92.73,64.55,0.792,252.45,446.7,18.11,99.15,95.65,NG,0,0,PASS
B0258,2026-03-27,EQ_C,NIGHT,258,M03,0.9985,102.23,180.24,2.132,102.69,57.63,0.750,231.15,444.4,19.20,99.31,97.85,OK,0,0,PASS
B0259,2026-03-28,EQ_C,DAY,259,M04,0.9888,100.21,179.38,2.300,100.35,61.69,0.750,244.17,448.2,18.62,99.14,97.60,OK,0,0,PASS
B0260,2026-03-28,EQ_B,SWING,260,M04,1.0029,100.56,177.82,2.465,95.00,64.77,0.795,238.83,452.2,18.46,99.63,96.39,OK,0,0,PASS
B0261,2026-03-28,EQ_A,NIGHT,261,M04,0.9970,101.18,177.27,2.187,99.40,59.04,0.825,234.79,448.6,18.83,98.91,96.56,OK,0,0,PASS
B0262,2026-03-29,EQ_B,DAY,262,M04,0.9865,100.51,177.62,2.401,102.21,58.29,0.851,233.64,413.8,19.06,100.33,95.93,OK,0,0,PASS
B0263,2026-03-29,EQ_A,SWING,263,M04,0.9989,98.42,184.62,2.314,102.06,56.58,0.775,231.55,393.7,18.20,98.89,95.12,OK,0,0,PASS
B0264,2026-03-29,EQ_B,NIGHT,264,M04,1.0080,99.47,178.67,2.375,93.94,58.63,0.778,240.07,431.0,17.91,100.36,96.71,OK,0,0,PASS
B0265,2026-03-30,EQ_A,DAY,265,M04,0.9911,98.31,178.46,2.306,98.00,56.77,0.820,231.86,413.1,17.06,99.71,95.95,OK,0,0,PASS
B0266,2026-03-30,EQ_A,SWING,266,M04,0.9961,99.33,178.53,2.135,102.35,64.27,0.788,233.91,432.1,18.51,99.26,95.92,OK,0,0,PASS
B0267,2026-03-30,EQ_C,NIGHT,267,M04,1.0050,99.26,180.49,2.313,104.41,55.71,0.779,230.69,413.2,17.32,98.89,96.97,OK,0,0,PASS
B0268,2026-03-31,EQ_B,DAY,268,M04,1.0054,99.16,181.48,2.402,100.99,60.54,0.781,242.19,423.6,17.58,100.12,96.02,NG,0,0,PASS
B0269,2026-03-31,EQ_B,SWING,269,M05,1.0088,100.24,182.75,2.391,102.09,60.70,0.813,247.38,441.4,18.49,99.42,96.06,OK,0,0,PASS
B0270,2026-03-31,EQ_A,NIGHT,270,M05,1.0054,101.61,182.47,2.276,103.43,55.18,0.861,243.18,430.1,17.75,100.42,95.80,OK,0,0,PASS
B0271,2026-04-01,EQ_A,DAY,271,M05,0.9856,100.99,179.09,2.244,101.15,61.18,0.796,231.01,442.2,19.21,99.70,96.38,OK,0,0,PASS
B0272,2026-04-01,EQ_C,SWING,272,M03,0.9880,101.04,179.64,2.380,96.57,65.28,0.813,245.25,435.1,18.31,99.73,96.62,OK,0,0,PASS
B0273,2026-04-01,EQ_C,NIGHT,273,M05,1.0019,100.54,175.24,2.194,104.52,60.26,0.832,231.64,451.6,18.02,99.92,95.93,NG,0,0,PASS
B0274,2026-04-02,EQ_C,DAY,274,M12,0.9986,101.42,181.61,2.326,98.97,59.92,0.819,235.40,439.9,17.66,99.78,96.66,OK,0,0,PASS
B0275,2026-04-02,EQ_B,SWING,275,M05,0.9955,100.55,178.18,2.319,102.24,54.28,0.820,235.50,429.3,17.97,100.69,95.83,OK,0,0,PASS
B0276,2026-04-02,EQ_B,NIGHT,276,M05,0.9795,100.80,178.60,2.337,105.52,63.12,0.867,240.24,448.8,18.98,99.81,96.63,OK,0,0,PASS
B0277,2026-04-03,EQ_A,DAY,277,M05,1.0042,101.01,181.50,2.287,102.01,56.36,0.870,234.96,431.4,18.09,99.61,95.39,OK,0,0,PASS
B0278,2026-04-03,EQ_A,SWING,278,M05,1.0014,101.51,179.86,2.468,95.04,57.04,0.807,235.52,435.0,18.19,99.57,97.50,OK,0,0,PASS
B0279,2026-04-03,EQ_B,NIGHT,279,M05,0.9913,101.25,180.20,2.331,102.69,55.53,0.849,242.03,418.4,17.63,99.45,97.25,OK,0,0,PASS
B0280,2026-04-04,EQ_B,DAY,280,M05,1.0009,100.14,178.55,2.174,98.68,63.34,0.835,236.76,450.3,18.63,99.78,97.00,OK,0,0,PASS
B0281,2026-04-04,EQ_C,SWING,281,M05,1.0081,101.21,177.71,2.183,99.65,58.08,0.735,241.01,441.3,17.98,99.46,96.95,OK,0,0,PASS
B0282,2026-04-04,EQ_C,NIGHT,282,M05,1.0008,100.48,178.63,2.354,103.81,58.73,0.764,238.16,435.9,18.04,99.96,96.82,OK,0,0,PASS
B0283,2026-04-05,EQ_B,DAY,283,M05,1.0051,101.51,183.54,2.538,97.68,58.12,0.801,243.46,422.8,17.91,98.84,96.13,OK,0,0,PASS
B0285,2026-04-05,EQ_C,NIGHT,285,M05,1.0067,102.67,176.09,2.184,102.64,54.22,0.791,224.91,452.1,17.71,98.24,95.82,NG,0,0,PASS
B0286,2026-04-06,EQ_B,DAY,286,M05,1.0026,101.14,181.76,2.298,100.90,60.62,0.833,246.50,423.2,17.54,99.77,95.63,OK,0,0,PASS
B0287,2026-04-06,EQ_A,SWING,287,M05,0.9939,99.96,179.27,2.249,96.06,60.76,0.857,233.36,415.0,18.28,99.69,96.20,OK,0,0,PASS
B0288,2026-04-06,EQ_C,NIGHT,288,M05,0.9890,100.19,182.14,2.405,97.35,61.74,0.827,248.38,432.2,18.80,99.22,97.07,OK,0,0,PASS
B0289,2026-04-07,EQ_B,DAY,289,M12,0.9952,99.89,181.31,2.345,104.87,58.40,0.861,241.85,422.3,18.11,100.41,96.92,OK,0,0,PASS
B0290,2026-04-07,EQ_A,SWING,290,M05,1.0098,99.71,180.26,2.330,97.84,62.41,0.780,243.76,446.7,18.00,99.94,96.17,OK,0,0,PASS
B0291,2026-04-07,EQ_B,NIGHT,291,M05,1.0091,100.46,182.28,2.316,99.48,59.48,0.865,238.01,442.6,19.04,99.40,95.72,OK,0,0,PASS
B0292,2026-04-08,EQ_C,DAY,292,M06,0.9910,98.61,176.93,2.214,104.23,59.76,0.791,224.40,433.0,18.01,99.59,96.40,NG,0,0,PASS
B0293,2026-04-08,EQ_A,SWING,293,M05,0.9946,101.60,179.74,2.320,102.23,55.31,0.801,233.69,421.3,17.16,98.97,96.96,OK,0,0,PASS
B0294,2026-04-08,EQ_A,NIGHT,294,M05,0.9921,101.69,181.81,2.232,100.76,58.68,0.837,237.06,435.4,18.04,99.95,96.15,OK,0,0,PASS
B0295,2026-04-09,EQ_B,DAY,295,M05,0.9820,100.32,182.22,2.280,102.85,63.53,0.827,246.77,431.2,18.37,99.11,96.30,OK,0,0,PASS
B0296,2026-04-09,EQ_A,SWING,296,M05,0.9858,101.10,184.69,2.347,107.91,58.97,0.814,242.58,413.1,17.34,99.27,94.85,OK,0,0,PASS
B0297,2026-04-09,EQ_B,NIGHT,297,M05,0.9961,100.89,183.70,2.388,104.13,57.22,0.828,235.83,397.8,16.94,100.46,96.25,NG,0,0,PASS
B0298,2026-04-10,EQ_B,DAY,298,M05,1.0189,100.38,178.36,2.356,95.11,63.17,0.826,241.55,469.4,18.66,100.00,96.21,OK,0,0,PASS
B0299,2026-04-10,EQ_B,SWING,299,M05,1.0117,100.61,182.66,2.519,97.85,58.87,0.816,238.57,434.6,18.57,99.12,96.67,OK,0,0,PASS
B0300,2026-04-10,EQ_B,NIGHT,300,M05,0.9863,100.98,178.93,2.350,99.43,55.75,0.839,235.84,423.5,17.66,99.74,96.39,OK,0,0,PASS
B0301,2026-04-11,EQ_C,DAY,301,M05,1.0007,100.83,178.72,2.238,101.37,57.11,0.785,232.21,438.1,17.46,100.25,97.06,NG,0,0,PASS
B0302,2026-04-11,EQ_B,SWING,302,M03,1.0119,101.23,174.92,2.303,103.63,58.80,0.871,234.54,447.2,18.48,98.87,94.51,OK,0,0,PASS
B0303,2026-04-11,EQ_A,NIGHT,303,M05,1.0141,101.53,180.08,2.424,101.23,59.24,0.845,232.25,445.4,17.17,100.07,97.11,OK,0,0,PASS
B0304,2026-04-12,EQ_A,DAY,304,M05,0.9809,101.07,181.00,2.326,93.60,60.01,0.864,238.99,423.0,18.27,99.51,96.99,OK,0,0,PASS
B0305,2026-04-12,EQ_C,SWING,305,M05,1.0011,100.87,179.34,2.070,92.66,62.53,0.809,238.79,441.8,17.97,100.31,96.85,OK,0,0,PASS
B0306,2026-04-12,EQ_A,NIGHT,306,M05,1.0083,101.68,178.52,2.275,99.73,59.49,0.772,238.23,428.8,18.55,99.10,95.04,NG,0,0,PASS
B0307,2026-04-13,EQ_C,DAY,307,M09,0.9887,98.13,180.16,2.326,107.34,55.25,0.790,234.83,400.4,17.45,100.10,97.62,OK,0,0,PASS
B0308,2026-04-13,EQ_A,SWING,308,M05,0.9999,99.82,181.25,2.376,96.38,62.33,0.815,242.00,456.1,16.71,100.09,96.86,OK,0,0,PASS
B0309,2026-04-13,EQ_B,NIGHT,309,M05,1.0103,100.15,185.88,2.442,92.48,60.82,0.734,239.93,428.7,18.31,97.51,96.65,NG,0,2,REVIEW
B0310,2026-04-14,EQ_B,DAY,310,M05,1.0056,100.32,180.75,2.299,98.47,63.51,0.813,254.54,460.8,17.96,100.01,95.82,OK,0,0,PASS
B0311,2026-04-14,EQ_C,SWING,311,M05,0.9953,101.58,181.39,2.324,96.73,57.33,0.762,243.66,425.9,18.10,98.89,96.62,OK,0,0,PASS
B0312,2026-04-14,EQ_A,NIGHT,312,M05,0.9982,101.69,180.56,2.167,91.62,67.42,0.816,236.19,451.6,18.63,98.41,95.92,OK,0,0,PASS
B0313,2026-04-15,EQ_A,DAY,313,M05,1.0085,101.35,179.68,2.300,99.00,62.92,0.785,241.06,457.6,18.64,99.83,97.95,OK,0,0,PASS
B0314,2026-04-15,EQ_C,SWING,314,M05,1.0074,100.20,178.73,2.101,93.69,62.95,0.803,225.74,439.4,18.67,99.91,96.59,OK,0,0,PASS
B0315,2026-04-15,EQ_A,NIGHT,315,M05,1.0140,101.39,178.54,2.328,96.96,62.73,0.804,239.53,461.2,18.87,99.87,96.32,OK,0,0,PASS
B0317,2026-04-16,EQ_B,SWING,317,M05,1.0008,101.08,184.69,2.372,103.32,62.03,0.850,252.69,451.4,18.44,99.22,95.24,NG,0,0,PASS
B0318,2026-04-16,EQ_B,NIGHT,318,M05,0.9929,101.77,182.77,2.247,106.18,57.57,0.826,239.50,435.7,17.06,99.85,95.70,OK,0,0,PASS
B0319,2026-04-17,EQ_A,DAY,319,M05,0.9802,100.79,180.32,2.454,99.34,58.22,0.877,229.81,432.3,18.49,99.86,96.56,NG,0,0,PASS
B0320,2026-04-17,EQ_A,SWING,320,M10,0.9987,100.74,178.51,2.144,100.41,58.47,0.802,234.38,455.4,18.48,99.99,97.30,OK,0,0,PASS
B0321,2026-04-17,EQ_C,NIGHT,321,M05,0.9948,100.29,179.31,2.148,96.80,58.50,0.745,238.57,414.7,17.19,99.57,96.59,NG,0,0,PASS
B0322,2026-04-18,EQ_C,DAY,322,M05,0.9947,100.69,181.08,2.211,91.62,61.76,0.865,245.05,419.0,18.35,99.49,96.50,OK,0,0,PASS
B0323,2026-04-18,EQ_A,SWING,323,M05,1.0041,99.33,179.82,2.320,96.52,61.63,0.749,241.09,433.4,17.04,98.61,98.41,OK,0,1,REVIEW
B0324,2026-04-18,EQ_A,NIGHT,324,M11,0.9969,99.26,180.56,2.307,103.40,56.75,0.807,236.54,401.6,17.61,100.32,97.25,OK,0,0,PASS
B0325,2026-04-19,EQ_B,DAY,325,M05,1.0141,100.87,182.04,2.340,98.71,56.21,0.842,235.48,443.1,17.54,99.40,95.60,NG,0,0,PASS
